YEAR,STATE,TYPE OF PRODUCER,ENERGY SOURCE,GENERATION (Megawatthours)
2009,TX,Total Electric Power Industry,Wood and Wood Derived Fuels,"649,298"
2009,US-TOTAL,Total Electric Power Industry,Total,"3,950,330,926"
2009,US-TOTAL,Total Electric Power Industry,Coal,"1,755,904,253"
2009,US-TOTAL,Total Electric Power Industry,Geothermal,"15,008,658"
2009,US-TOTAL,Total Electric Power Industry,Hydroelectric Conventional,"273,445,094"
2009,US-TOTAL,Total Electric Power Industry,Natural Gas,"920,978,681"
2009,US-TOTAL,Total Electric Power Industry,Nuclear,"798,854,585"
2009,US-TOTAL,Total Electric Power Industry,Other,"11,928,334"
2009,US-TOTAL,Total Electric Power Industry,Other Biomass,"18,442,596"
2009,US-TOTAL,Total Electric Power Industry,Other Gases,"10,632,107"
2009,US-TOTAL,Total Electric Power Industry,Petroleum,"38,936,515"
2009,US-TOTAL,Total Electric Power Industry,Pumped Storage,"-4,627,345"
2009,US-TOTAL,Total Electric Power Industry,Solar Thermal and Photovoltaic,"891,179"
2009,US-TOTAL,Total Electric Power Industry,Wind,"73,886,132"
2009,US-TOTAL,Total Electric Power Industry,Wood and Wood Derived Fuels,"36,050,138"
2009,UT,Total Electric Power Industry,Total,"43,542,946"
2009,UT,Total Electric Power Industry,Coal,"35,526,126"
2009,UT,Total Electric Power Industry,Geothermal,"279,121"
2009,UT,Total Electric Power Industry,Hydroelectric Conventional,"835,257"
2009,UT,Total Electric Power Industry,Natural Gas,"6,444,042"
2009,UT,Total Electric Power Industry,Other,"186,994"
2009,UT,Total Electric Power Industry,Other Biomass,"47,878"
2009,UT,Total Electric Power Industry,Other Gases,"27,933"
2009,UT,Total Electric Power Industry,Petroleum,"36,057"
2009,UT,Total Electric Power Industry,Wind,"159,537"
2009,VA,Total Electric Power Industry,Total,"70,082,066"
2009,VA,Total Electric Power Industry,Coal,"25,599,288"
2009,VA,Total Electric Power Industry,Hydroelectric Conventional,"1,478,630"
2009,VA,Total Electric Power Industry,Natural Gas,"12,201,384"
2009,VA,Total Electric Power Industry,Nuclear,"28,212,252"
2009,VA,Total Electric Power Industry,Other,"420,042"
2009,VA,Total Electric Power Industry,Other Biomass,"709,203"
2009,VA,Total Electric Power Industry,Petroleum,"1,087,660"
2009,VA,Total Electric Power Industry,Pumped Storage,"-1,334,709"
2009,VA,Total Electric Power Industry,Wood and Wood Derived Fuels,"1,708,316"
2009,VT,Total Electric Power Industry,Total,"7,282,348"
2009,VT,Total Electric Power Industry,Hydroelectric Conventional,"1,485,825"
2009,VT,Total Electric Power Industry,Natural Gas,"4,431"
2009,VT,Total Electric Power Industry,Nuclear,"5,360,608"
2009,VT,Total Electric Power Industry,Other Biomass,"24,190"
2009,VT,Total Electric Power Industry,Petroleum,"2,439"
2009,VT,Total Electric Power Industry,Wind,"11,589"
2009,VT,Total Electric Power Industry,Wood and Wood Derived Fuels,"393,266"
2009,WA,Total Electric Power Industry,Total,"104,470,133"
2009,WA,Total Electric Power Industry,Coal,"7,477,773"
2009,WA,Total Electric Power Industry,Hydroelectric Conventional,"72,932,704"
2009,WA,Total Electric Power Industry,Natural Gas,"11,971,141"
2009,WA,Total Electric Power Industry,Nuclear,"6,634,014"
2009,WA,Total Electric Power Industry,Other,"58,956"
2009,WA,Total Electric Power Industry,Other Biomass,"167,023"
2009,WA,Total Electric Power Industry,Other Gases,"244,888"
2009,WA,Total Electric Power Industry,Petroleum,"53,604"
2009,WA,Total Electric Power Industry,Pumped Storage,"52,383"
2009,WA,Total Electric Power Industry,Solar Thermal and Photovoltaic,0
2009,WA,Total Electric Power Industry,Wind,"3,572,486"
2009,WA,Total Electric Power Industry,Wood and Wood Derived Fuels,"1,305,162"
2009,WI,Total Electric Power Industry,Total,"59,959,060"
2009,WI,Total Electric Power Industry,Coal,"37,279,995"
2009,WI,Total Electric Power Industry,Hydroelectric Conventional,"1,393,988"
2009,WI,Total Electric Power Industry,Natural Gas,"5,484,140"
2009,WI,Total Electric Power Industry,Nuclear,"12,683,151"
2009,WI,Total Electric Power Industry,Other,"65,040"
2009,WI,Total Electric Power Industry,Other Biomass,"519,174"
2009,WI,Total Electric Power Industry,Petroleum,"712,451"
2009,WI,Total Electric Power Industry,Wind,"1,051,965"
2009,WI,Total Electric Power Industry,Wood and Wood Derived Fuels,"769,156"
2009,WV,Total Electric Power Industry,Total,"70,782,514"
2009,WV,Total Electric Power Industry,Coal,"68,079,900"
2009,WV,Total Electric Power Industry,Hydroelectric Conventional,"1,645,927"
2009,WV,Total Electric Power Industry,Natural Gas,"109,435"
2009,WV,Total Electric Power Industry,Other,465
2009,WV,Total Electric Power Industry,Other Biomass,-149
2009,WV,Total Electric Power Industry,Other Gases,"35,868"
2009,WV,Total Electric Power Industry,Petroleum,"169,318"
2009,WV,Total Electric Power Industry,Wind,"742,439"
2009,WV,Total Electric Power Industry,Wood and Wood Derived Fuels,-689
2009,WY,Total Electric Power Industry,Total,"46,029,212"
2009,WY,Total Electric Power Industry,Coal,"41,954,266"
2009,WY,Total Electric Power Industry,Hydroelectric Conventional,"966,572"
2009,WY,Total Electric Power Industry,Natural Gas,"488,014"
2009,WY,Total Electric Power Industry,Other,"59,613"
2009,WY,Total Electric Power Industry,Other Gases,"284,361"
2009,WY,Total Electric Power Industry,Petroleum,"50,181"
2009,WY,Total Electric Power Industry,Wind,"2,226,205"
2010,AK,Total Electric Power Industry,Total,"6,759,576"
2010,AK,Total Electric Power Industry,Coal,"620,443"
2010,AK,Total Electric Power Industry,Hydroelectric Conventional,"1,433,141"
2010,AK,Total Electric Power Industry,Natural Gas,"3,750,024"
2010,AK,Total Electric Power Industry,Other,0
2010,AK,Total Electric Power Industry,Other Biomass,"6,304"
2010,AK,Total Electric Power Industry,Petroleum,"937,056"
2010,AK,Total Electric Power Industry,Wind,"12,607"
2010,AL,Total Electric Power Industry,Total,"152,150,512"
2010,AL,Total Electric Power Industry,Coal,"63,050,411"
2010,AL,Total Electric Power Industry,Hydroelectric Conventional,"8,704,254"
2010,AL,Total Electric Power Industry,Natural Gas,"39,235,017"
2010,AL,Total Electric Power Industry,Nuclear,"37,940,821"
2010,AL,Total Electric Power Industry,Other,"366,444"
2010,AL,Total Electric Power Industry,Other Biomass,"11,533"
2010,AL,Total Electric Power Industry,Other Gases,"276,725"
2010,AL,Total Electric Power Industry,Petroleum,"199,854"
2010,AL,Total Electric Power Industry,Wood and Wood Derived Fuels,"2,365,453"
2010,AR,Total Electric Power Industry,Total,"61,000,185"
2010,AR,Total Electric Power Industry,Coal,"28,152,445"
2010,AR,Total Electric Power Industry,Hydroelectric Conventional,"3,658,962"
2010,AR,Total Electric Power Industry,Natural Gas,"12,469,077"
2010,AR,Total Electric Power Industry,Nuclear,"15,022,678"
2010,AR,Total Electric Power Industry,Other,"28,421"
2010,AR,Total Electric Power Industry,Other Biomass,"56,959"
2010,AR,Total Electric Power Industry,Petroleum,"45,179"
2010,AR,Total Electric Power Industry,Pumped Storage,-521
2010,AR,Total Electric Power Industry,Wood and Wood Derived Fuels,"1,566,984"
2010,AZ,Total Electric Power Industry,Total,"111,750,957"
2010,AZ,Total Electric Power Industry,Coal,"43,643,807"
2010,AZ,Total Electric Power Industry,Hydroelectric Conventional,"6,622,160"
2010,AZ,Total Electric Power Industry,Natural Gas,"29,675,942"
2010,AZ,Total Electric Power Industry,Nuclear,"31,199,935"
2010,AZ,Total Electric Power Industry,Other,"14,742"
2010,AZ,Total Electric Power Industry,Other Biomass,"28,411"
2010,AZ,Total Electric Power Industry,Petroleum,"66,434"
2010,AZ,Total Electric Power Industry,Pumped Storage,"209,030"
2010,AZ,Total Electric Power Industry,Solar Thermal and Photovoltaic,"15,754"
2010,AZ,Total Electric Power Industry,Wind,"134,916"
2010,AZ,Total Electric Power Industry,Wood and Wood Derived Fuels,"139,826"
2010,CA,Total Electric Power Industry,Total,"204,125,596"
2010,CA,Total Electric Power Industry,Coal,"2,100,221"
2010,CA,Total Electric Power Industry,Geothermal,"12,600,098"
2010,CA,Total Electric Power Industry,Hydroelectric Conventional,"33,430,870"
2010,CA,Total Electric Power Industry,Natural Gas,"107,522,313"
2010,CA,Total Electric Power Industry,Nuclear,"32,200,757"
2010,CA,Total Electric Power Industry,Other,"839,048"
2010,CA,Total Electric Power Industry,Other Biomass,"2,450,783"
2010,CA,Total Electric Power Industry,Other Gases,"1,694,641"
2010,CA,Total Electric Power Industry,Petroleum,"1,059,289"
2010,CA,Total Electric Power Industry,Pumped Storage,"-171,265"
2010,CA,Total Electric Power Industry,Solar Thermal and Photovoltaic,"769,331"
2010,CA,Total Electric Power Industry,Wind,"6,078,632"
2010,CA,Total Electric Power Industry,Wood and Wood Derived Fuels,"3,550,877"
2010,CO,Total Electric Power Industry,Total,"50,720,792"
2010,CO,Total Electric Power Industry,Coal,"34,559,290"
2010,CO,Total Electric Power Industry,Hydroelectric Conventional,"1,578,264"
2010,CO,Total Electric Power Industry,Natural Gas,"11,062,275"
2010,CO,Total Electric Power Industry,Other,"69,741"
2010,CO,Total Electric Power Industry,Other Biomass,"57,979"
2010,CO,Total Electric Power Industry,Other Gases,0
2010,CO,Total Electric Power Industry,Petroleum,"17,482"
2010,CO,Total Electric Power Industry,Pumped Storage,"-120,792"
2010,CO,Total Electric Power Industry,Solar Thermal and Photovoltaic,"42,498"
2010,CO,Total Electric Power Industry,Wind,"3,451,851"
2010,CO,Total Electric Power Industry,Wood and Wood Derived Fuels,"2,205"
2010,CT,Total Electric Power Industry,Total,"33,349,623"
2010,CT,Total Electric Power Industry,Coal,"2,604,399"
2010,CT,Total Electric Power Industry,Hydroelectric Conventional,"390,667"
2010,CT,Total Electric Power Industry,Natural Gas,"11,715,672"
2010,CT,Total Electric Power Industry,Nuclear,"16,750,304"
2010,CT,Total Electric Power Industry,Other,"716,561"
2010,CT,Total Electric Power Industry,Other Biomass,"739,246"
2010,CT,Total Electric Power Industry,Other Gases,"13,936"
2010,CT,Total Electric Power Industry,Petroleum,"408,932"
2010,CT,Total Electric Power Industry,Pumped Storage,"9,492"
2010,CT,Total Electric Power Industry,Wood and Wood Derived Fuels,414
2010,DC,Total Electric Power Industry,Total,"199,858"
2010,DC,Total Electric Power Industry,Petroleum,"199,858"
2010,DE,Total Electric Power Industry,Total,"5,627,645"
2010,DE,Total Electric Power Industry,Coal,"2,568,370"
2010,DE,Total Electric Power Industry,Natural Gas,"2,864,983"
2010,DE,Total Electric Power Industry,Other,0
2010,DE,Total Electric Power Industry,Other Biomass,"135,641"
2010,DE,Total Electric Power Industry,Other Gases,0
2010,DE,Total Electric Power Industry,Petroleum,"56,095"
2010,DE,Total Electric Power Industry,Wind,"2,556"
2010,FL,Total Electric Power Industry,Total,"229,095,935"
2010,FL,Total Electric Power Industry,Coal,"59,897,433"
2010,FL,Total Electric Power Industry,Hydroelectric Conventional,"177,474"
2010,FL,Total Electric Power Industry,Natural Gas,"128,634,251"
2010,FL,Total Electric Power Industry,Nuclear,"23,935,922"
2010,FL,Total Electric Power Industry,Other,"2,833,559"
2010,FL,Total Electric Power Industry,Other Biomass,"2,387,416"
2010,FL,Total Electric Power Industry,Other Gases,"8,075"
2010,FL,Total Electric Power Industry,Petroleum,"9,122,497"
2010,FL,Total Electric Power Industry,Solar Thermal and Photovoltaic,"80,440"
2010,FL,Total Electric Power Industry,Wood and Wood Derived Fuels,"2,018,868"
2010,GA,Total Electric Power Industry,Total,"137,576,941"
2010,GA,Total Electric Power Industry,Coal,"73,298,042"
2010,GA,Total Electric Power Industry,Hydroelectric Conventional,"3,321,702"
2010,GA,Total Electric Power Industry,Natural Gas,"23,884,457"
2010,GA,Total Electric Power Industry,Nuclear,"33,512,033"
2010,GA,Total Electric Power Industry,Other,"17,536"
2010,GA,Total Electric Power Industry,Other Biomass,"127,001"
2010,GA,Total Electric Power Industry,Petroleum,"640,563"
2010,GA,Total Electric Power Industry,Pumped Storage,"-277,954"
2010,GA,Total Electric Power Industry,Wood and Wood Derived Fuels,"3,053,562"
2010,HI,Total Electric Power Industry,Total,"10,836,036"
2010,HI,Total Electric Power Industry,Coal,"1,545,513"
2010,HI,Total Electric Power Industry,Geothermal,"200,595"
2010,HI,Total Electric Power Industry,Hydroelectric Conventional,"70,423"
2010,HI,Total Electric Power Industry,Other,"363,880"
2010,HI,Total Electric Power Industry,Other Biomass,"283,474"
2010,HI,Total Electric Power Industry,Other Gases,"21,915"
2010,HI,Total Electric Power Industry,Petroleum,"8,087,337"
2010,HI,Total Electric Power Industry,Solar Thermal and Photovoltaic,"1,770"
2010,HI,Total Electric Power Industry,Wind,"261,120"
2010,HI,Total Electric Power Industry,Wood and Wood Derived Fuels,9
2010,IA,Total Electric Power Industry,Total,"57,508,721"
2010,IA,Total Electric Power Industry,Coal,"41,282,937"
2010,IA,Total Electric Power Industry,Hydroelectric Conventional,"948,168"
2010,IA,Total Electric Power Industry,Natural Gas,"1,312,195"
2010,IA,Total Electric Power Industry,Nuclear,"4,450,640"
2010,IA,Total Electric Power Industry,Other Biomass,"190,146"
2010,IA,Total Electric Power Industry,Petroleum,"154,297"
2010,IA,Total Electric Power Industry,Wind,"9,170,337"
2010,ID,Total Electric Power Industry,Total,"12,024,564"
2010,ID,Total Electric Power Industry,Coal,"88,278"
2010,ID,Total Electric Power Industry,Geothermal,"71,841"
2010,ID,Total Electric Power Industry,Hydroelectric Conventional,"9,154,244"
2010,ID,Total Electric Power Industry,Natural Gas,"1,689,232"
2010,ID,Total Electric Power Industry,Other,"78,726"
2010,ID,Total Electric Power Industry,Other Biomass,"23,582"
2010,ID,Total Electric Power Industry,Petroleum,74
2010,ID,Total Electric Power Industry,Wind,"440,746"
2010,ID,Total Electric Power Industry,Wood and Wood Derived Fuels,"477,841"
2010,IL,Total Electric Power Industry,Total,"201,351,872"
2010,IL,Total Electric Power Industry,Coal,"93,611,365"
2010,IL,Total Electric Power Industry,Hydroelectric Conventional,"118,543"
2010,IL,Total Electric Power Industry,Natural Gas,"5,723,733"
2010,IL,Total Electric Power Industry,Nuclear,"96,189,587"
2010,IL,Total Electric Power Industry,Other,"300,095"
2010,IL,Total Electric Power Industry,Other Biomass,"670,260"
2010,IL,Total Electric Power Industry,Other Gases,"160,645"
2010,IL,Total Electric Power Industry,Petroleum,"109,744"
2010,IL,Total Electric Power Industry,Solar Thermal and Photovoltaic,"14,145"
2010,IL,Total Electric Power Industry,Wind,"4,453,634"
2010,IL,Total Electric Power Industry,Wood and Wood Derived Fuels,120
2010,IN,Total Electric Power Industry,Total,"125,180,739"
2010,IN,Total Electric Power Industry,Coal,"112,327,658"
2010,IN,Total Electric Power Industry,Hydroelectric Conventional,"453,712"
2010,IN,Total Electric Power Industry,Natural Gas,"6,474,986"
2010,IN,Total Electric Power Industry,Other,"380,021"
2010,IN,Total Electric Power Industry,Other Biomass,"311,623"
2010,IN,Total Electric Power Industry,Other Gases,"2,144,140"
2010,IN,Total Electric Power Industry,Petroleum,"154,555"
2010,IN,Total Electric Power Industry,Wind,"2,934,043"
2010,KS,Total Electric Power Industry,Total,"47,923,762"
2010,KS,Total Electric Power Industry,Coal,"32,505,053"
2010,KS,Total Electric Power Industry,Hydroelectric Conventional,"13,214"
2010,KS,Total Electric Power Industry,Natural Gas,"2,287,323"
2010,KS,Total Electric Power Industry,Nuclear,"9,555,712"
2010,KS,Total Electric Power Industry,Other Biomass,"54,286"
2010,KS,Total Electric Power Industry,Petroleum,"103,110"
2010,KS,Total Electric Power Industry,Wind,"3,405,065"
2010,KY,Total Electric Power Industry,Total,"98,217,658"
2010,KY,Total Electric Power Industry,Coal,"91,053,858"
2010,KY,Total Electric Power Industry,Hydroelectric Conventional,"2,580,246"
2010,KY,Total Electric Power Industry,Natural Gas,"1,840,708"
2010,KY,Total Electric Power Industry,Other,"15,457"
2010,KY,Total Electric Power Industry,Other Biomass,"90,803"
2010,KY,Total Electric Power Industry,Other Gases,"2,662"
2010,KY,Total Electric Power Industry,Petroleum,"2,284,852"
2010,KY,Total Electric Power Industry,Wood and Wood Derived Fuels,"349,071"
2010,LA,Total Electric Power Industry,Total,"102,884,940"
2010,LA,Total Electric Power Industry,Coal,"23,923,749"
2010,LA,Total Electric Power Industry,Hydroelectric Conventional,"1,108,794"
2010,LA,Total Electric Power Industry,Natural Gas,"51,344,079"
2010,LA,Total Electric Power Industry,Nuclear,"18,639,347"
2010,LA,Total Electric Power Industry,Other,"559,192"
2010,LA,Total Electric Power Industry,Other Biomass,"74,367"
2010,LA,Total Electric Power Industry,Other Gases,"1,561,160"
2010,LA,Total Electric Power Industry,Petroleum,"3,280,844"
2010,LA,Total Electric Power Industry,Wood and Wood Derived Fuels,"2,393,409"
2010,MA,Total Electric Power Industry,Total,"42,804,824"
2010,MA,Total Electric Power Industry,Coal,"8,305,890"
2010,MA,Total Electric Power Industry,Hydroelectric Conventional,"996,339"
2010,MA,Total Electric Power Industry,Natural Gas,"25,581,752"
2010,MA,Total Electric Power Industry,Nuclear,"5,917,813"
2010,MA,Total Electric Power Industry,Other,"770,629"
2010,MA,Total Electric Power Industry,Other Biomass,"1,125,326"
2010,MA,Total Electric Power Industry,Petroleum,"295,736"
2010,MA,Total Electric Power Industry,Pumped Storage,"-337,069"
2010,MA,Total Electric Power Industry,Solar Thermal and Photovoltaic,928
2010,MA,Total Electric Power Industry,Wind,"22,068"
2010,MA,Total Electric Power Industry,Wood and Wood Derived Fuels,"125,412"
2010,MD,Total Electric Power Industry,Total,"43,607,264"
2010,MD,Total Electric Power Industry,Coal,"23,668,205"
2010,MD,Total Electric Power Industry,Hydroelectric Conventional,"1,667,396"
2010,MD,Total Electric Power Industry,Natural Gas,"2,896,979"
2010,MD,Total Electric Power Industry,Nuclear,"13,993,948"
2010,MD,Total Electric Power Industry,Other,"269,906"
2010,MD,Total Electric Power Industry,Other Biomass,"407,403"
2010,MD,Total Electric Power Industry,Other Gases,"214,727"
2010,MD,Total Electric Power Industry,Petroleum,"322,438"
2010,MD,Total Electric Power Industry,Solar Thermal and Photovoltaic,80
2010,MD,Total Electric Power Industry,Wind,"1,494"
2010,MD,Total Electric Power Industry,Wood and Wood Derived Fuels,"164,688"
2010,ME,Total Electric Power Industry,Total,"17,018,660"
2010,ME,Total Electric Power Industry,Coal,"87,193"
2010,ME,Total Electric Power Industry,Hydroelectric Conventional,"3,810,381"
2010,ME,Total Electric Power Industry,Natural Gas,"8,373,606"
2010,ME,Total Electric Power Industry,Other,"322,896"
2010,ME,Total Electric Power Industry,Other Biomass,"263,508"
2010,ME,Total Electric Power Industry,Petroleum,"272,300"
2010,ME,Total Electric Power Industry,Wind,"499,198"
2010,ME,Total Electric Power Industry,Wood and Wood Derived Fuels,"3,389,577"
2010,MI,Total Electric Power Industry,Total,"111,551,371"
2010,MI,Total Electric Power Industry,Coal,"65,604,374"
2010,MI,Total Electric Power Industry,Hydroelectric Conventional,"1,250,553"
2010,MI,Total Electric Power Industry,Natural Gas,"12,249,262"
2010,MI,Total Electric Power Industry,Nuclear,"29,624,580"
2010,MI,Total Electric Power Industry,Other,"331,677"
2010,MI,Total Electric Power Industry,Other Biomass,"802,376"
2010,MI,Total Electric Power Industry,Other Gases,"299,005"
2010,MI,Total Electric Power Industry,Petroleum,"382,028"
2010,MI,Total Electric Power Industry,Pumped Storage,"-1,022,559"
2010,MI,Total Electric Power Industry,Wind,"360,340"
2010,MI,Total Electric Power Industry,Wood and Wood Derived Fuels,"1,669,736"
2010,MN,Total Electric Power Industry,Total,"53,670,227"
2010,MN,Total Electric Power Industry,Coal,"28,082,550"
2010,MN,Total Electric Power Industry,Hydroelectric Conventional,"840,410"
2010,MN,Total Electric Power Industry,Natural Gas,"4,340,847"
2010,MN,Total Electric Power Industry,Nuclear,"13,478,046"
2010,MN,Total Electric Power Industry,Other,"257,686"
2010,MN,Total Electric Power Industry,Other Biomass,"915,352"
2010,MN,Total Electric Power Industry,Other Gases,0
2010,MN,Total Electric Power Industry,Petroleum,"31,056"
2010,MN,Total Electric Power Industry,Wind,"4,791,723"
2010,MN,Total Electric Power Industry,Wood and Wood Derived Fuels,"932,558"
2010,MO,Total Electric Power Industry,Total,"92,312,989"
2010,MO,Total Electric Power Industry,Coal,"75,047,229"
2010,MO,Total Electric Power Industry,Hydroelectric Conventional,"1,539,347"
2010,MO,Total Electric Power Industry,Natural Gas,"4,689,867"
2010,MO,Total Electric Power Industry,Nuclear,"8,996,033"
2010,MO,Total Electric Power Industry,Other,"32,347"
2010,MO,Total Electric Power Industry,Other Biomass,"61,988"
2010,MO,Total Electric Power Industry,Other Gases,"6,990"
2010,MO,Total Electric Power Industry,Petroleum,"125,894"
2010,MO,Total Electric Power Industry,Pumped Storage,"887,686"
2010,MO,Total Electric Power Industry,Wind,"925,490"
2010,MO,Total Electric Power Industry,Wood and Wood Derived Fuels,119
2010,MS,Total Electric Power Industry,Total,"54,487,260"
2010,MS,Total Electric Power Industry,Coal,"13,628,997"
2010,MS,Total Electric Power Industry,Natural Gas,"29,618,922"
2010,MS,Total Electric Power Industry,Nuclear,"9,643,241"
2010,MS,Total Electric Power Industry,Other,"8,696"
2010,MS,Total Electric Power Industry,Other Biomass,991
2010,MS,Total Electric Power Industry,Other Gases,"1,635"
2010,MS,Total Electric Power Industry,Petroleum,"81,500"
2010,MS,Total Electric Power Industry,Wood and Wood Derived Fuels,"1,503,279"
2010,MT,Total Electric Power Industry,Total,"29,791,181"
2010,MT,Total Electric Power Industry,Coal,"18,600,634"
2010,MT,Total Electric Power Industry,Hydroelectric Conventional,"9,414,662"
2010,MT,Total Electric Power Industry,Natural Gas,"57,112"
2010,MT,Total Electric Power Industry,Other,"281,214"
2010,MT,Total Electric Power Industry,Other Gases,"1,899"
2010,MT,Total Electric Power Industry,Petroleum,"408,501"
2010,MT,Total Electric Power Industry,Wind,"930,233"
2010,MT,Total Electric Power Industry,Wood and Wood Derived Fuels,"96,924"
2010,NC,Total Electric Power Industry,Total,"128,678,483"
2010,NC,Total Electric Power Industry,Coal,"71,951,214"
2010,NC,Total Electric Power Industry,Hydroelectric Conventional,"4,756,549"
2010,NC,Total Electric Power Industry,Natural Gas,"8,447,237"
2010,NC,Total Electric Power Industry,Nuclear,"40,739,529"
2010,NC,Total Electric Power Industry,Other,"407,440"
2010,NC,Total Electric Power Industry,Other Biomass,"195,310"
2010,NC,Total Electric Power Industry,Other Gases,0
2010,NC,Total Electric Power Industry,Petroleum,"293,373"
2010,NC,Total Electric Power Industry,Pumped Storage,0
2010,NC,Total Electric Power Industry,Solar Thermal and Photovoltaic,"11,340"
2010,NC,Total Electric Power Industry,Wood and Wood Derived Fuels,"1,876,492"
2010,ND,Total Electric Power Industry,Total,"34,739,542"
2010,ND,Total Electric Power Industry,Coal,"28,462,040"
2010,ND,Total Electric Power Industry,Hydroelectric Conventional,"2,042,118"
2010,ND,Total Electric Power Industry,Natural Gas,"16,353"
2010,ND,Total Electric Power Industry,Other,"37,247"
2010,ND,Total Electric Power Industry,Other Biomass,"12,387"
2010,ND,Total Electric Power Industry,Other Gases,"35,536"
2010,ND,Total Electric Power Industry,Petroleum,"38,220"
2010,ND,Total Electric Power Industry,Wind,"4,095,641"
2010,NE,Total Electric Power Industry,Total,"36,630,006"
2010,NE,Total Electric Power Industry,Coal,"23,362,776"
2010,NE,Total Electric Power Industry,Hydroelectric Conventional,"1,313,856"
2010,NE,Total Electric Power Industry,Natural Gas,"375,035"
2010,NE,Total Electric Power Industry,Nuclear,"11,054,337"
2010,NE,Total Electric Power Industry,Other Biomass,"71,508"
2010,NE,Total Electric Power Industry,Petroleum,"30,849"
2010,NE,Total Electric Power Industry,Wind,"421,645"
2010,NH,Total Electric Power Industry,Total,"22,195,912"
2010,NH,Total Electric Power Industry,Coal,"3,082,643"
2010,NH,Total Electric Power Industry,Hydroelectric Conventional,"1,477,583"
2010,NH,Total Electric Power Industry,Natural Gas,"5,364,836"
2010,NH,Total Electric Power Industry,Nuclear,"10,910,055"
2010,NH,Total Electric Power Industry,Other,"56,896"
2010,NH,Total Electric Power Industry,Other Biomass,"126,772"
2010,NH,Total Electric Power Industry,Petroleum,"71,681"
2010,NH,Total Electric Power Industry,Wind,"75,688"
2010,NH,Total Electric Power Industry,Wood and Wood Derived Fuels,"1,029,758"
2010,NJ,Total Electric Power Industry,Total,"65,682,494"
2010,NJ,Total Electric Power Industry,Coal,"6,417,891"
2010,NJ,Total Electric Power Industry,Hydroelectric Conventional,"18,119"
2010,NJ,Total Electric Power Industry,Natural Gas,"24,902,230"
2010,NJ,Total Electric Power Industry,Nuclear,"32,771,305"
2010,NJ,Total Electric Power Industry,Other,"575,255"
2010,NJ,Total Electric Power Industry,Other Biomass,"816,317"
2010,NJ,Total Electric Power Industry,Other Gases,"106,408"
2010,NJ,Total Electric Power Industry,Petroleum,"235,004"
2010,NJ,Total Electric Power Industry,Pumped Storage,"-193,772"
2010,NJ,Total Electric Power Industry,Solar Thermal and Photovoltaic,"21,084"
2010,NJ,Total Electric Power Industry,Wind,"12,653"
2010,NM,Total Electric Power Industry,Total,"36,251,542"
2010,NM,Total Electric Power Industry,Coal,"25,617,789"
2010,NM,Total Electric Power Industry,Hydroelectric Conventional,"217,010"
2010,NM,Total Electric Power Industry,Natural Gas,"8,512,083"
2010,NM,Total Electric Power Industry,Other Biomass,"13,680"
2010,NM,Total Electric Power Industry,Petroleum,"49,869"
2010,NM,Total Electric Power Industry,Solar Thermal and Photovoltaic,"8,930"
2010,NM,Total Electric Power Industry,Wind,"1,832,182"
2010,NV,Total Electric Power Industry,Total,"35,146,248"
2010,NV,Total Electric Power Industry,Coal,"6,997,302"
2010,NV,Total Electric Power Industry,Geothermal,"2,069,730"
2010,NV,Total Electric Power Industry,Hydroelectric Conventional,"2,157,296"
2010,NV,Total Electric Power Industry,Natural Gas,"23,688,192"
2010,NV,Total Electric Power Industry,Other,0
2010,NV,Total Electric Power Industry,Other Gases,"5,652"
2010,NV,Total Electric Power Industry,Petroleum,"11,158"
2010,NV,Total Electric Power Industry,Solar Thermal and Photovoltaic,"216,917"
2010,NV,Total Electric Power Industry,Wood and Wood Derived Fuels,0
2010,NY,Total Electric Power Industry,Total,"136,961,654"
2010,NY,Total Electric Power Industry,Coal,"13,582,766"
2010,NY,Total Electric Power Industry,Hydroelectric Conventional,"25,471,697"
2010,NY,Total Electric Power Industry,Natural Gas,"48,915,545"
2010,NY,Total Electric Power Industry,Nuclear,"41,869,535"
2010,NY,Total Electric Power Industry,Other,"831,851"
2010,NY,Total Electric Power Industry,Other Biomass,"1,671,090"
2010,NY,Total Electric Power Industry,Petroleum,"2,004,975"
2010,NY,Total Electric Power Industry,Pumped Storage,"-529,264"
2010,NY,Total Electric Power Industry,Wind,"2,596,154"
2010,NY,Total Electric Power Industry,Wood and Wood Derived Fuels,"547,304"
2010,OH,Total Electric Power Industry,Total,"143,598,337"
2010,OH,Total Electric Power Industry,Coal,"117,828,009"
2010,OH,Total Electric Power Industry,Hydroelectric Conventional,"429,024"
2010,OH,Total Electric Power Industry,Natural Gas,"7,127,859"
2010,OH,Total Electric Power Industry,Nuclear,"15,804,803"
2010,OH,Total Electric Power Industry,Other,"12,030"
2010,OH,Total Electric Power Industry,Other Biomass,"275,855"
2010,OH,Total Electric Power Industry,Other Gases,"254,099"
2010,OH,Total Electric Power Industry,Petroleum,"1,442,424"
2010,OH,Total Electric Power Industry,Solar Thermal and Photovoltaic,"12,848"
2010,OH,Total Electric Power Industry,Wind,"12,576"
2010,OH,Total Electric Power Industry,Wood and Wood Derived Fuels,"398,810"
2010,OK,Total Electric Power Industry,Total,"72,250,733"
2010,OK,Total Electric Power Industry,Coal,"31,475,137"
2010,OK,Total Electric Power Industry,Hydroelectric Conventional,"2,808,788"
