id,entireState,code,name,lastUpdated,dateCreated,state_id,state_name,state_abbreviation,state_is_territory,type_id,type_name,category_id,category_name,sector_id,sector_name
5688,True,MD92F,Solar Renewable Energy Certificates (SRECs),03/07/2023,02/20/2015,24,Maryland,MD,False,85,Solar Renewable Energy Credit Program,1,Financial Incentive,1,State
4853,True,MD73F,Sales and Use Tax Exemption for Residential Solar and Wind Electricity Sales,03/07/2023,06/03/2011,24,Maryland,MD,False,81,Sales Tax Incentive,1,Financial Incentive,1,State
2928,True,MD27F,Sales and Use Tax Exemption for Renewable Energy Equipment,03/07/2023,04/25/2008,24,Maryland,MD,False,81,Sales Tax Incentive,1,Financial Incentive,1,State
1084,True,MD14F,Residential Clean Energy Rebate Program,03/07/2023,05/20/2004,24,Maryland,MD,False,88,Rebate Program,1,Financial Incentive,1,State
4386,False,DE20F,Delaware Electric Cooperative - Green Energy Program Incentives,03/07/2023,02/01/2007,9,Delaware,DE,False,88,Rebate Program,1,Financial Incentive,3,Utility
5417,False,MN174F,Xcel Energy - Solar*Rewards Program,03/07/2023,06/13/2013,27,Minnesota,MN,False,13,Performance-Based Incentive,1,Financial Incentive,3,Utility
3762,True,NH35F,Business Energy Efficiency Loan Program,03/07/2023,11/18/2009,34,New Hampshire,NH,False,89,Loan Program,1,Financial Incentive,1,State
3753,True,MD47F,Commercial Clean Energy Rebate Program,03/06/2023,11/09/2009,24,Maryland,MD,False,88,Rebate Program,1,Financial Incentive,1,State
5691,True,DE34F,SREC Procurement Program,03/06/2023,02/20/2015,9,Delaware,DE,False,85,Solar Renewable Energy Credit Program,1,Financial Incentive,1,State
630,False,DE01F,Delmarva Power - Green Energy Program Incentives,03/06/2023,10/15/2001,9,Delaware,DE,False,88,Rebate Program,1,Financial Incentive,1,State
22357,True,WI100F,Barron Electric Cooperative - Electric Vehicle Charging Station Rebate,03/06/2023,08/19/2021,57,Wisconsin,WI,False,88,Rebate Program,1,Financial Incentive,3,Utility
22408,True,CT100F,Diesel Emissions Mitigation Program,03/06/2023,08/24/2021,8,Connecticut,CT,False,87,Grant Program,1,Financial Incentive,1,State
4054,True,CA210F,Sales and Use Tax Exclusion for Advanced Transportation and Alternative Energy Manufacturing Program,03/06/2023,03/29/2010,6,California,CA,False,40,Industry Recruitment/Support,1,Financial Incentive,1,State
22506,True,MT14R,Net Metering,03/06/2023,03/06/2023,30,Montana,MT,False,37,Net Metering,2,Regulatory Policy,1,State
4328,True,TN65F,Pathway Energy Efficiency Loan Program,03/06/2023,09/01/2010,49,Tennessee,TN,False,89,Loan Program,1,Financial Incentive,1,State
1206,True,LA06F,Home Energy Loan Program (HELP),03/06/2023,07/08/2005,22,Louisiana,LA,False,89,Loan Program,1,Financial Incentive,1,State
3801,True,TN57F,Energy Efficient Schools Initiative - Loans,03/06/2023,08/10/2009,49,Tennessee,TN,False,89,Loan Program,1,Financial Incentive,1,State
3462,False,NY57F,National Grid (Electric) - Residential Energy Efficiency Rebate Programs (Upstate New York),03/05/2023,06/18/2009,37,New York,NY,False,88,Rebate Program,1,Financial Incentive,3,Utility
5862,True,MO100F,Ameren Missouri (Electric) - Residential Heating and Cooling Energy Efficiency  Rebate Program,03/04/2023,03/15/2016,29,Missouri,MO,False,88,Rebate Program,1,Financial Incentive,3,Utility
2951,False,CO45R,Solar Construction Permitting Standards,03/04/2023,05/29/2008,7,Colorado,CO,False,67,Solar/Wind Permitting Standards,2,Regulatory Policy,1,State
4851,False,WI100F,River Falls Municipal Utilities - Business Energy Efficiency Rebate Program,03/03/2023,06/04/2010,57,Wisconsin,WI,False,88,Rebate Program,1,Financial Incentive,3,Utility
596,True,HI04R,Distributed Generation Tariffs,03/03/2023,07/09/2001,15,Hawaii,HI,False,37,Net Metering,2,Regulatory Policy,1,State
2202,False,WA83F,Benton PUD - Residential Energy Efficiency Rebate Programs,03/03/2023,09/18/2006,55,Washington,WA,False,88,Rebate Program,1,Financial Incentive,3,Utility
2205,False,WA86F,"Benton PUD - Commercial, Industrial, and Agricultural Energy Efficiency Rebate Programs",03/03/2023,09/18/2006,55,Washington,WA,False,88,Rebate Program,1,Financial Incentive,3,Utility
4471,False,WA165F,Benton PUD -  ENERGY STAR Certified Manufactured Homes Rebate Program,03/03/2023,09/18/2006,55,Washington,WA,False,88,Rebate Program,1,Financial Incentive,3,Utility
3169,False,FL75F,Kissimmee Utility Authority - Residential & Commercial Energy Efficiency Rebate Program,03/03/2023,12/10/2008,12,Florida,FL,False,88,Rebate Program,1,Financial Incentive,3,Utility
3041,True,SC09R,Net Metering,03/03/2023,08/22/2008,47,South Carolina,SC,False,37,Net Metering,2,Regulatory Policy,1,State
372,True,NV04R,Net Metering,03/03/2023,01/01/2000,33,Nevada,NV,False,37,Net Metering,2,Regulatory Policy,1,State
22111,True,MA100F,Solar Massachusetts Renewable Target (SMART) Program,03/02/2023,11/26/2019,25,Massachusetts,MA,False,13,Performance-Based Incentive,1,Financial Incentive,1,State
1510,False,OH16F,The Energy Cooperative - Residential Energy Efficiency Rebate Program,03/01/2023,05/25/2006,40,Ohio,OH,False,88,Rebate Program,1,Financial Incentive,3,Utility
3291,False,OH32F,Consolidated Electric Cooperative - Residential Rebate Program,03/01/2023,03/10/2009,40,Ohio,OH,False,88,Rebate Program,1,Financial Incentive,3,Utility
2108,False,FL45F,"Clay Electric Cooperative, Inc - Energy Conservation Loans",03/01/2023,09/01/2006,12,Florida,FL,False,89,Loan Program,1,Financial Incentive,3,Utility
3592,False,OK20F,Verdigris Valley Electric Cooperative - Residential Energy Efficiency Rebate Program,03/01/2023,08/10/2009,41,Oklahoma,OK,False,88,Rebate Program,1,Financial Incentive,3,Utility
2734,False,FL53F,"Clay Electric Cooperative, Inc - Energy Smart Energy Efficiency Rebate Program",03/01/2023,10/04/2007,12,Florida,FL,False,88,Rebate Program,1,Financial Incentive,3,Utility
22505,True,VT90F,Commercial Appliance Rebate Programs,02/28/2023,02/28/2023,52,Vermont,VT,False,88,Rebate Program,1,Financial Incentive,1,State
5695,True,VT61F,Commercial Refigeration & Kitchen Equipment Rebate Program,02/28/2023,02/27/2015,52,Vermont,VT,False,88,Rebate Program,1,Financial Incentive,1,State
2325,False,VT24F,Residential Energy Efficiency Rebate Programs,02/28/2023,10/06/2006,52,Vermont,VT,False,88,Rebate Program,1,Financial Incentive,1,State
1239,True,VT17F,Small-Scale Renewable Energy Incentive Program,02/28/2023,09/12/2005,52,Vermont,VT,False,88,Rebate Program,1,Financial Incentive,1,State
22450,True,NY27R,Community Distributed Generation,02/28/2023,06/14/2022,37,New York,NY,False,94,Community Solar Rules,2,Regulatory Policy,1,State
2680,True,VT27F,Residential Rental Property Rebate Program,02/28/2023,08/15/2007,52,Vermont,VT,False,88,Rebate Program,1,Financial Incentive,1,State
3581,False,VT39F,Home Performance with Energy Star (Existing Residential),02/28/2023,01/01/2009,52,Vermont,VT,False,88,Rebate Program,1,Financial Incentive,1,State
4056,True,VT49F,Agricultural Lighting and Equipment Rebate Program,02/28/2023,04/01/2010,52,Vermont,VT,False,88,Rebate Program,1,Financial Incentive,1,State
3584,False,VT41F,Residential New Construction Program,02/28/2023,01/01/2009,52,Vermont,VT,False,88,Rebate Program,1,Financial Incentive,1,State
4396,False,OH94F,Dominion East Ohio (Gas) - Home Performance Program,02/28/2023,10/20/2010,40,Ohio,OH,False,88,Rebate Program,1,Financial Incentive,3,Utility
22463,True,OR33R,Oregon Community Solar Program,02/28/2023,06/22/2022,42,Oregon,OR,False,94,Community Solar Rules,2,Regulatory Policy,1,State
3919,False,OH53F,Firelands Electric Cooperative - Residential Energy Efficiency Rebate Program,02/28/2023,01/20/2010,40,Ohio,OH,False,88,Rebate Program,1,Financial Incentive,3,Utility
4194,False,WI86F,River Falls Municipal Utilities - Residential Energy Efficiency Rebate Program,02/28/2023,06/04/2010,57,Wisconsin,WI,False,88,Rebate Program,1,Financial Incentive,3,Utility
22502,True,NH63F,Commercial & Industrial Bulk Fuel-Fed Wood Pellet Central Heating Systems Rebate Program,02/28/2023,02/28/2023,34,New Hampshire,NH,False,88,Rebate Program,1,Financial Incentive,1,State
3277,False,WI64F,"Barron Electric Cooperative - Commercial, Industrial, and Agricultural Energy Efficiency Rebate Program",02/28/2023,02/18/2009,57,Wisconsin,WI,False,88,Rebate Program,1,Financial Incentive,3,Utility
4720,False,TX124F,City of Houston - Property Tax Abatement for Green Commercial Buildings,02/28/2023,03/30/2011,50,Texas,TX,False,78,Property Tax Incentive,1,Financial Incentive,2,Local
5427,False,NE21F,Sales and Use Tax Exemption for Renewable Energy Property,02/28/2023,07/12/2013,32,Nebraska,NE,False,81,Sales Tax Incentive,1,Financial Incentive,1,State
1292,False,WI19F,Focus on Energy - Business Incentive Program,02/28/2023,03/09/2006,57,Wisconsin,WI,False,88,Rebate Program,1,Financial Incentive,1,State
1169,True,VT11F,HVAC Equipment Rebate Program,02/28/2023,06/21/2005,52,Vermont,VT,False,88,Rebate Program,1,Financial Incentive,1,State
1170,True,VT12F,Commercial Lighting Rebate Program,02/28/2023,06/21/2005,52,Vermont,VT,False,88,Rebate Program,1,Financial Incentive,1,State
4251,True,NH41F,Residential Bulk-Fed Wood-Pellet Central Boilers and Furnace Rebate Program,02/28/2023,07/13/2010,34,New Hampshire,NH,False,88,Rebate Program,1,Financial Incentive,1,State
22466,True,WA24R,Washington Community Solar Program,02/28/2023,06/23/2022,55,Washington,WA,False,94,Community Solar Rules,2,Regulatory Policy,1,State
3276,False,WI63F,"Barron Electric Cooperative - ENERGY STAR Appliance, Energy Efficient Lighting, HVAC and Water Heater Rebate Program",02/28/2023,02/18/2009,57,Wisconsin,WI,False,88,Rebate Program,1,Financial Incentive,3,Utility
22504,True,VT89F,Construction and Building Performance Rebate Programs,02/28/2023,02/28/2023,52,Vermont,VT,False,88,Rebate Program,1,Financial Incentive,1,State
3756,True,NJ32F,New Jersey Natural Gas - SAVEGREEN Residential Rebate Program,02/24/2023,11/11/2009,35,New Jersey,NJ,False,88,Rebate Program,1,Financial Incentive,3,Utility
2796,True,VA17F,Sales Tax Exemption for Energy-Efficient Products (Sales Tax Holiday),02/24/2023,11/13/2007,54,Virginia,VA,False,81,Sales Tax Incentive,1,Financial Incentive,1,State
2502,True,CO50F,Local Option - Sales and Use Tax Exemption for Renewable Energy Systems,02/24/2023,04/27/2007,7,Colorado,CO,False,81,Sales Tax Incentive,1,Financial Incentive,1,State
2501,True,CO49F,Local Option - Property Tax Exemption for Renewable Energy Systems,02/24/2023,04/27/2007,7,Colorado,CO,False,78,Property Tax Incentive,1,Financial Incentive,1,State
144,True,MA06F,Residential Renewable Energy Income Tax Credit,02/24/2023,01/01/2000,25,Massachusetts,MA,False,31,Personal Tax Credit,1,Financial Incentive,1,State
4928,False,VA49F,City of Danville Utilities - Residential Energy Efficiency Rebate Program,02/24/2023,07/25/2011,54,Virginia,VA,False,88,Rebate Program,1,Financial Incentive,3,Utility
3428,True,VT37F,Investment Tax Credit,02/24/2023,03/27/2008,52,Vermont,VT,False,31,Personal Tax Credit,1,Financial Incentive,1,State
3194,False,WI60F,Eau Claire Energy Cooperative - Residential Energy Efficiency Rebate Program,02/24/2023,01/01/2009,57,Wisconsin,WI,False,88,Rebate Program,1,Financial Incentive,3,Utility
5111,False,VA53F,City of Danville Utilities - Business Energy Efficiency Rebates,02/24/2023,02/20/2012,54,Virginia,VA,False,88,Rebate Program,1,Financial Incentive,3,Utility
22167,True,GA85F,Electric Vehicle Supply Equipment Tax Credit,02/23/2023,05/27/2021,13,Georgia,GA,False,31,Personal Tax Credit,1,Financial Incentive,1,State
22181,True,ME31F,Electric Vehicle Rebate Program,02/23/2023,06/04/2021,23,Maine,ME,False,88,Rebate Program,1,Financial Incentive,1,State
22249,True,VT66F,Mileage Smart Program,02/23/2023,06/24/2021,52,Vermont,VT,False,87,Grant Program,1,Financial Incentive,1,State
22250,True,VT67F,Electric Vehicle Charging Station Loan Program,02/23/2023,06/25/2021,52,Vermont,VT,False,89,Loan Program,1,Financial Incentive,1,State
22248,True,VT65F,Diesel Emissions Reduction Grants,02/23/2023,06/24/2021,52,Vermont,VT,False,87,Grant Program,1,Financial Incentive,1,State
277,True,CT01R,Residential Renewable Energy Solutions,02/23/2023,01/01/2000,8,Connecticut,CT,False,37,Net Metering,2,Regulatory Policy,1,State
22451,True,CT19R,Non-Residential Renewable Energy Solutions,02/23/2023,06/16/2022,8,Connecticut,CT,False,37,Net Metering,2,Regulatory Policy,1,State
22247,True,VT64F,EVSE Grant Program,02/23/2023,06/24/2021,52,Vermont,VT,False,87,Grant Program,1,Financial Incentive,1,State
22186,True,MA100F,MassEVIP Workplace and Fleet Charging Program,02/23/2023,06/05/2021,25,Massachusetts,MA,False,87,Grant Program,1,Financial Incentive,1,State
22185,True,MA100F,MassEVIP Fleets Charging Program,02/23/2023,06/05/2021,25,Massachusetts,MA,False,87,Grant Program,1,Financial Incentive,1,State
5813,True,TN77F,Green Energy Supply Chain Franchise and Excise Tax Credit,02/23/2023,07/31/2015,49,Tennessee,TN,False,18,Corporate Tax Credit,1,Financial Incentive,1,State
966,True,IA10F,Energy Replacement Generation Tax Exemption,02/23/2023,07/10/2003,19,Iowa,IA,False,49,Corporate Tax Exemption,1,Financial Incentive,1,State
147,True,MA04F,Excise Tax Exemption for Solar or Wind Powered Systems,02/23/2023,01/01/2000,25,Massachusetts,MA,False,49,Corporate Tax Exemption,1,Financial Incentive,1,State
22137,True,CO51R,Community Solar Gardens and Community Geothermal Gardens,02/23/2023,08/28/2020,7,Colorado,CO,False,94,Community Solar Rules,2,Regulatory Policy,1,State
148,True,MA03F,Excise Tax Deduction for Solar or Wind Powered Systems,02/23/2023,01/01/2000,25,Massachusetts,MA,False,19,Corporate Tax Deduction,1,Financial Incentive,1,State
65,True,PA03R,Net Metering,02/23/2023,01/01/2000,44,Pennsylvania,PA,False,37,Net Metering,2,Regulatory Policy,1,State
22434,True,NJ21R,Community Solar Energy Pilot Program,02/23/2023,06/03/2022,35,New Jersey,NJ,False,94,Community Solar Rules,2,Regulatory Policy,1,State
271,True,CO26R,Net Metering,02/23/2023,12/16/2004,7,Colorado,CO,False,37,Net Metering,2,Regulatory Policy,1,State
22501,True,ME33F,Energy Storage Sales and Use Tax Reimbursement,02/23/2023,02/23/2023,23,Maine,ME,False,81,Sales Tax Incentive,1,Financial Incentive,1,State
282,True,MN01R,Net Metering,02/22/2023,01/01/2000,27,Minnesota,MN,False,37,Net Metering,2,Regulatory Policy,1,State
22496,True,CO76F,Sustainable Rebuilding Program,02/22/2023,02/22/2023,7,Colorado,CO,False,87,Grant Program,1,Financial Incentive,1,State
22498,True,CO77F,Sustainable Rebuilding Program,02/22/2023,02/22/2023,7,Colorado,CO,False,89,Loan Program,1,Financial Incentive,1,State
22497,True,MA100F,Town of Ipswich Electric Light Department Solar PV Rebate Program,02/22/2023,02/22/2023,25,Massachusetts,MA,False,88,Rebate Program,1,Financial Incentive,3,Utility
22495,True,MA100F,Shrewsbury Electric & Cable Operations Solar Rebate Program,02/22/2023,02/22/2023,25,Massachusetts,MA,False,88,Rebate Program,1,Financial Incentive,3,Utility
105,True,DC01R,Net Metering,02/22/2023,01/01/2000,10,District of Columbia,DC,True,37,Net Metering,2,Regulatory Policy,1,State
22494,True,MA100F,Wakefield Municipal Gas & Light Department Solar Rebate Program,02/22/2023,02/22/2023,25,Massachusetts,MA,False,88,Rebate Program,1,Financial Incentive,3,Utility
22464,True,DE18R,Delaware - Community Solar Rules,02/22/2023,06/23/2022,9,Delaware,DE,False,94,Community Solar Rules,2,Regulatory Policy,1,State
22490,True,CO75F,Tax Credit for Residential Energy Storage Systems,02/22/2023,02/22/2023,7,Colorado,CO,False,31,Personal Tax Credit,1,Financial Incentive,1,State
22489,True,CO74F,Sales Tax Exemption for Energy Storage Systems,02/22/2023,02/22/2023,7,Colorado,CO,False,81,Sales Tax Incentive,1,Financial Incentive,1,State
22488,True,MA100F,Residential and Small Commercial Solar Rebate Program,02/22/2023,02/22/2023,25,Massachusetts,MA,False,88,Rebate Program,1,Financial Incentive,3,Utility
2396,False,UT11R,Murray City Power - Net Metering Pilot Program,02/22/2023,03/01/2007,51,Utah,UT,False,37,Net Metering,2,Regulatory Policy,3,Utility
2394,False,UT10R,City of St. George - Net Metering,02/22/2023,02/28/2007,51,Utah,UT,False,37,Net Metering,2,Regulatory Policy,3,Utility
1780,False,FL42F,Orlando Utilities Commission - Residential Energy Efficiency Rebate Program,02/22/2023,07/13/2006,12,Florida,FL,False,88,Rebate Program,1,Financial Incentive,3,Utility
4457,False,NH44F,Commercial & Industrial Solar Rebate Program,02/22/2023,11/22/2010,34,New Hampshire,NH,False,88,Rebate Program,1,Financial Incentive,1,State
22493,True,NH62F,Low-Moderate Income Solar Renewable Energy Grant,02/22/2023,02/22/2023,34,New Hampshire,NH,False,87,Grant Program,1,Financial Incentive,1,State
743,True,UT04R,Net Billing,02/22/2023,03/25/2002,51,Utah,UT,False,37,Net Metering,2,Regulatory Policy,1,State
5104,False,NH53F,Commercial & Industrial Renewable Energy Grants,02/22/2023,02/08/2012,34,New Hampshire,NH,False,87,Grant Program,1,Financial Incentive,1,State
5680,True,VT59F,Standard Offer Program,02/21/2023,02/17/2015,52,Vermont,VT,False,92,Feed-in Tariff,1,Financial Incentive,1,State
5859,True,OR31R,EWEB - Net Metering,02/21/2023,02/11/2016,42,Oregon,OR,False,37,Net Metering,2,Regulatory Policy,3,Utility
39,True,OR03R,Net Metering,02/21/2023,01/01/2000,42,Oregon,OR,False,37,Net Metering,2,Regulatory Policy,1,State
3197,False,NY14R,PSEG Long Island - Net Metering,02/21/2023,01/05/2009,37,New York,NY,False,37,Net Metering,2,Regulatory Policy,3,Utility
553,True,WY01R,Net Metering,02/21/2023,04/16/2001,58,Wyoming,WY,False,37,Net Metering,2,Regulatory Policy,1,State
42,True,WA01R,Net Metering,02/21/2023,01/01/2000,55,Washington,WA,False,37,Net Metering,2,Regulatory Policy,1,State
453,True,NY05R,Net Metering,02/20/2023,01/01/2000,37,New York,NY,False,37,Net Metering,2,Regulatory Policy,1,State
285,True,ND01R,Net Metering,02/20/2023,01/01/2000,39,North Dakota,ND,False,37,Net Metering,2,Regulatory Policy,1,State
3403,True,KS08R,Net Metering,02/20/2023,05/29/2009,20,Kansas,KS,False,37,Net Metering,2,Regulatory Policy,1,State
287,True,RI01R,Net Metering,02/20/2023,01/01/2000,46,Rhode Island,RI,False,37,Net Metering,2,Regulatory Policy,1,State
3904,False,NY73F,National Fuel (Gas) - Commercial Energy Efficiency Program,02/17/2023,01/14/2010,37,New York,NY,False,88,Rebate Program,1,Financial Incentive,3,Utility
3112,False,CT54F,Norwich Public Utilities (Electric) - Residential Energy Efficiency Rebate Program,02/17/2023,11/04/2008,8,Connecticut,CT,False,88,Rebate Program,1,Financial Incentive,3,Utility
4132,False,PA66F,"FirstEnergy (Met-Ed, Penelec, Penn Power, and West Penn) - Commercial and Industrial Energy Efficiency Program",02/17/2023,05/06/2010,44,Pennsylvania,PA,False,88,Rebate Program,1,Financial Incentive,3,Utility
3485,False,NY63F,National Fuel (Gas) - Residential Energy Efficiency Rebates,02/17/2023,07/07/2009,37,New York,NY,False,88,Rebate Program,1,Financial Incentive,3,Utility
4645,False,NH46F,Eversource - Commercial New Construction Energy Efficiency Rebate Program,02/17/2023,01/04/2007,34,New Hampshire,NH,False,88,Rebate Program,1,Financial Incentive,3,Utility
5547,False,TX37R,San Antonio City Public Service (CPS Energy) - Net Metering,02/17/2023,09/15/2014,50,Texas,TX,False,37,Net Metering,2,Regulatory Policy,2,Local
4587,False,TX27R,City of Brenham - Net Metering,02/17/2023,01/31/2011,50,Texas,TX,False,37,Net Metering,2,Regulatory Policy,3,Utility
1394,False,NH12F,Liberty Utilities (Electric) - Commercial Energy Efficiency Rebate Programs,02/17/2023,04/19/2006,34,New Hampshire,NH,False,88,Rebate Program,1,Financial Incentive,3,Utility
286,True,OK01R,Net Metering,02/17/2023,01/01/2000,41,Oklahoma,OK,False,37,Net Metering,2,Regulatory Policy,1,State
1374,False,NH09F,Unitil (Electric) - Commercial and Industrial Energy Efficiency Programs,02/17/2023,04/18/2006,34,New Hampshire,NH,False,88,Rebate Program,1,Financial Incentive,3,Utility
3734,True,AK03R,Net Metering,02/17/2023,10/22/2009,2,Alaska,AK,False,37,Net Metering,2,Regulatory Policy,1,State
3042,False,NM17R,Farmington Electric Utility System - Net Metering,02/17/2023,08/22/2008,36,New Mexico,NM,False,37,Net Metering,2,Regulatory Policy,3,Utility
284,True,NM01R,Net Metering,02/17/2023,01/01/2000,36,New Mexico,NM,False,37,Net Metering,2,Regulatory Policy,1,State
5396,True,SC63F,Renewable Energy Manufacturing Tax Credit,02/17/2023,03/18/2013,47,South Carolina,SC,False,40,Industry Recruitment/Support,1,Financial Incentive,1,State
5424,False,NY110F,ConEd (Gas and Electric) - Small Business Direct Install Program,02/17/2023,06/27/2013,37,New York,NY,False,88,Rebate Program,1,Financial Incentive,3,Utility
4691,False,NY96F,ConEd (Gas) - Commercial and Industrial Energy Efficiency Program,02/17/2023,12/25/2009,37,New York,NY,False,88,Rebate Program,1,Financial Incentive,3,Utility
5239,False,MA129F,Chicopee Electric Light - Commercial Energy Efficiency Rebate Program,02/17/2023,07/18/2006,25,Massachusetts,MA,False,88,Rebate Program,1,Financial Incentive,3,Utility
5550,True,WA178F,Tax Credit for Forest Derived Biomass,02/17/2023,10/01/2009,55,Washington,WA,False,40,Industry Recruitment/Support,1,Financial Incentive,1,State
5920,False,NH12R,Energy Efficiency Resource Standard,02/17/2023,10/06/2016,34,New Hampshire,NH,False,84,Energy Efficiency Resource Standard,2,Regulatory Policy,1,State
3386,True,NE07R,Net Metering,02/17/2023,05/19/2009,32,Nebraska,NE,False,37,Net Metering,2,Regulatory Policy,1,State
4498,False,VT12R,Energy Reduction Goals,02/17/2023,12/14/2010,52,Vermont,VT,False,84,Energy Efficiency Resource Standard,2,Regulatory Policy,1,State
4537,True,IA12R,Energy Efficiency Standard,02/17/2023,12/15/2010,19,Iowa,IA,False,84,Energy Efficiency Resource Standard,2,Regulatory Policy,1,State
4505,True,FL25R,Energy Efficiency Goals,02/16/2023,12/16/2010,12,Florida,FL,False,84,Energy Efficiency Resource Standard,2,Regulatory Policy,1,State
4500,True,MA19R,Energy Efficiency First Fuel Requirement (Gas and Electric),02/16/2023,12/15/2010,25,Massachusetts,MA,False,84,Energy Efficiency Resource Standard,2,Regulatory Policy,1,State
4545,True,AR10R,Energy Efficiency Targets,02/16/2023,01/06/2011,5,Arkansas,AR,False,84,Energy Efficiency Resource Standard,2,Regulatory Policy,1,State
2339,False,ID08R,Avista Utilities - Net Metering,02/14/2023,10/30/2006,16,Idaho,ID,False,37,Net Metering,2,Regulatory Policy,3,Utility
980,False,ID06R,Rocky Mountain Power - Net Metering,02/14/2023,07/24/2003,16,Idaho,ID,False,37,Net Metering,2,Regulatory Policy,3,Utility
283,True,NH01R,Net Metering,02/14/2023,01/01/2000,34,New Hampshire,NH,False,37,Net Metering,2,Regulatory Policy,1,State
22465,True,LA11R,Louisiana Community Solar - Net Metering and Distributed Generation,02/14/2023,06/23/2022,22,Louisiana,LA,False,94,Community Solar Rules,2,Regulatory Policy,1,State
279,False,ID01R,Idaho Power - Net Metering,02/13/2023,01/01/2000,16,Idaho,ID,False,37,Net Metering,2,Regulatory Policy,3,Utility
36,True,OH02R,Net Metering,02/13/2023,01/01/2000,40,Ohio,OH,False,37,Net Metering,2,Regulatory Policy,1,State
22460,True,NH13R,New Hampshire Community Solar Rules,02/13/2023,06/22/2022,34,New Hampshire,NH,False,94,Community Solar Rules,2,Regulatory Policy,1,State
281,True,MA01R,Net Metering,02/10/2023,01/01/2000,25,Massachusetts,MA,False,37,Net Metering,2,Regulatory Policy,1,State
276,True,CA02R,Net Metering / Net Billing,02/10/2023,01/01/2000,6,California,CA,False,37,Net Metering,2,Regulatory Policy,1,State
22426,True,NM23R,Community Solar Program,02/10/2023,12/09/2021,36,New Mexico,NM,False,94,Community Solar Rules,2,Regulatory Policy,1,State
3026,False,NY51F,National Grid (Electric) - Non-Residential Energy Efficiency Program (Upstate New York),02/10/2023,07/23/2008,37,New York,NY,False,88,Rebate Program,1,Financial Incentive,3,Utility
22445,False,RI20R,Community Remote Net Metering Program,02/10/2023,06/10/2022,46,Rhode Island,RI,False,94,Community Solar Rules,2,Regulatory Policy,1,State
22457,True,CT20R,Shared Clean Energy Facility (SCEF) Program,02/10/2023,06/21/2022,8,Connecticut,CT,False,94,Community Solar Rules,2,Regulatory Policy,1,State
22461,True,MA24R,Massachusetts Community Renewable Energy - Neighborhood Net Metering,02/10/2023,06/22/2022,25,Massachusetts,MA,False,94,Community Solar Rules,2,Regulatory Policy,1,State
5841,True,MS03R,Net Metering,02/10/2023,12/04/2015,28,Mississippi,MS,False,37,Net Metering,2,Regulatory Policy,1,State
4145,False,IA63F,Cedar Falls Utilities - Commercial Energy Efficiency Rebate Program,02/09/2023,05/12/2010,19,Iowa,IA,False,88,Rebate Program,1,Financial Incentive,3,Utility
5145,False,IA82F,Business Energy Efficiency Rebate (Offered by 18 Utilities),02/09/2023,02/03/2012,19,Iowa,IA,False,88,Rebate Program,1,Financial Incentive,3,Utility
2862,False,IA39F,Muscatine Power and Water - Commercial and Industrial Energy Efficiency Rebates,02/09/2023,02/05/2008,19,Iowa,IA,False,88,Rebate Program,1,Financial Incentive,3,Utility
2880,True,FL19R,Net Metering,02/09/2023,03/07/2008,12,Florida,FL,False,37,Net Metering,2,Regulatory Policy,1,State
574,True,GA02R,Net Metering,02/09/2023,05/16/2001,13,Georgia,GA,False,37,Net Metering,2,Regulatory Policy,1,State
22469,True,VT15R,Community Renewable Energy Program,02/09/2023,06/29/2022,52,Vermont,VT,False,94,Community Solar Rules,2,Regulatory Policy,1,State
983,True,LA02R,Net Metering,02/09/2023,08/01/2003,22,Louisiana,LA,False,37,Net Metering,2,Regulatory Policy,1,State
488,True,IA02R,Net Metering,02/09/2023,01/01/2000,19,Iowa,IA,False,37,Net Metering,2,Regulatory Policy,1,State
3508,False,IA55F,MidAmerican Energy - Commercial Energy Efficiency Rebate Program,02/08/2023,07/14/2009,19,Iowa,IA,False,88,Rebate Program,1,Financial Incentive,3,Utility
22485,True,IA97F,Linn County Rural Electric Cooperative - Commercial (>75KW) Energy Efficiency Rebate Program,02/08/2023,02/08/2023,19,Iowa,IA,False,88,Rebate Program,1,Financial Incentive,3,Utility
2447,False,IA36F,Linn County Rural Electric Cooperative - Residential and Small Commercial (<75kw) rebates,02/08/2023,03/19/2007,19,Iowa,IA,False,88,Rebate Program,1,Financial Incentive,3,Utility
4484,False,IA65F,Linn County Rural Electric Cooperative - Agricultural Custom Rebate Program,02/08/2023,03/19/2007,19,Iowa,IA,False,88,Rebate Program,1,Financial Incentive,3,Utility
4533,False,IA67F,Farmers Electric Cooperative (Kalona) - Residential Energy Efficiency Rebate Program,02/08/2023,02/04/2010,19,Iowa,IA,False,88,Rebate Program,1,Financial Incentive,3,Utility
4535,False,IA69F,Farmers Electric Cooperative (Kalona) - Residential Energy Efficiency Grant Program,02/08/2023,02/04/2010,19,Iowa,IA,False,88,Rebate Program,1,Financial Incentive,3,Utility
2484,False,LA05R,City of New Orleans - Net Metering,02/08/2023,04/17/2007,22,Louisiana,LA,False,37,Net Metering,2,Regulatory Policy,2,Local
4971,False,IA79F,Alliant Energy Interstate Power and Light - Commercial and Industrial Energy Efficiency Rebate Program,02/07/2023,06/05/2006,19,Iowa,IA,False,88,Rebate Program,1,Financial Incentive,3,Utility
